,Close,Volume,Open,High,Low
2024-05-30 07:00:00+00:00,67809.20688415418,0.0,67776.07241355495,67809.20688415418,67809.20688415418
2024-05-30 08:00:00+00:00,67842.3413547534,0.0,67809.20688415418,67842.3413547534,67842.3413547534
2024-05-30 09:00:00+00:00,67875.47582535262,0.0,67842.3413547534,67875.47582535262,67875.47582535262
2024-05-30 10:00:00+00:00,67908.61029595183,0.0,67875.47582535262,67908.61029595183,67908.61029595183
2024-05-30 11:00:00+00:00,67941.74476655106,0.0,67908.61029595183,67941.74476655106,67941.74476655106
2024-05-30 12:00:00+00:00,67974.87923715028,0.0,67941.74476655106,67974.87923715028,67974.87923715028
2024-05-30 13:00:00+00:00,68008.0137077495,0.0,67974.87923715028,68008.0137077495,68008.0137077495
2024-05-30 14:00:00+00:00,68041.14817834873,0.0,68008.0137077495,68041.14817834873,68041.14817834873
2024-05-30 15:00:00+00:00,68074.28264894793,0.0,68041.14817834873,68074.28264894793,68074.28264894793
2024-05-30 16:00:00+00:00,68107.41711954716,0.0,68074.28264894793,68107.41711954716,68107.41711954716
2024-05-30 17:00:00+00:00,68140.55159014638,0.0,68107.41711954716,68140.55159014638,68140.55159014638
2024-05-30 18:00:00+00:00,68173.6860607456,0.0,68140.55159014638,68173.6860607456,68173.6860607456
2024-05-30 19:00:00+00:00,68206.82053134483,0.0,68173.6860607456,68206.82053134483,68206.82053134483
2024-05-30 20:00:00+00:00,68239.95500194405,0.0,68206.82053134483,68239.95500194405,68239.95500194405
2024-05-30 21:00:00+00:00,68273.08947254327,0.0,68239.95500194405,68273.08947254327,68273.08947254327
2024-05-30 22:00:00+00:00,68306.22394314248,0.0,68273.08947254327,68306.22394314248,68306.22394314248
2024-05-30 23:00:00+00:00,68339.3584137417,0.0,68306.22394314248,68339.3584137417,68339.3584137417
2024-05-31 00:00:00+00:00,68372.49288434093,25344376897.716885,68339.3584137417,68372.49288434093,68372.49288434093
2024-05-31 01:00:00+00:00,68335.09546570106,0.0,68372.49288434093,68335.09546570106,68335.09546570106
2024-05-31 02:00:00+00:00,68297.69804706119,0.0,68335.09546570106,68297.69804706119,68297.69804706119
2024-05-31 03:00:00+00:00,68260.30062842132,0.0,68297.69804706119,68260.30062842132,68260.30062842132
2024-05-31 04:00:00+00:00,68222.90320978145,0.0,68260.30062842132,68222.90320978145,68222.90320978145
2024-05-31 05:00:00+00:00,68185.5057911416,0.0,68222.90320978145,68185.5057911416,68185.5057911416
2024-05-31 06:00:00+00:00,68148.10837250172,0.0,68185.5057911416,68148.10837250172,68148.10837250172
2024-05-31 07:00:00+00:00,68110.71095386185,0.0,68148.10837250172,68110.71095386185,68110.71095386185
2024-05-31 08:00:00+00:00,68073.31353522198,0.0,68110.71095386185,68073.31353522198,68073.31353522198
2024-05-31 09:00:00+00:00,68035.91611658211,0.0,68073.31353522198,68035.91611658211,68035.91611658211
2024-05-31 10:00:00+00:00,67998.51869794224,0.0,68035.91611658211,67998.51869794224,67998.51869794224
2024-05-31 11:00:00+00:00,67961.12127930237,0.0,67998.51869794224,67961.12127930237,67961.12127930237
2024-05-31 12:00:00+00:00,67923.72386066252,0.0,67961.12127930237,67923.72386066252,67923.72386066252
2024-05-31 13:00:00+00:00,67886.32644202265,0.0,67923.72386066252,67886.32644202265,67886.32644202265
2024-05-31 14:00:00+00:00,67848.92902338278,0.0,67886.32644202265,67848.92902338278,67848.92902338278
2024-05-31 15:00:00+00:00,67811.53160474291,0.0,67848.92902338278,67811.53160474291,67811.53160474291
2024-05-31 16:00:00+00:00,67774.13418610304,0.0,67811.53160474291,67774.13418610304,67774.13418610304
2024-05-31 17:00:00+00:00,67736.73676746317,0.0,67774.13418610304,67736.73676746317,67736.73676746317
2024-05-31 18:00:00+00:00,67699.3393488233,0.0,67736.73676746317,67699.3393488233,67699.3393488233
2024-05-31 19:00:00+00:00,67661.94193018343,0.0,67699.3393488233,67661.94193018343,67661.94193018343
2024-05-31 20:00:00+00:00,67624.54451154356,0.0,67661.94193018343,67624.54451154356,67624.54451154356
2024-05-31 21:00:00+00:00,67587.1470929037,0.0,67624.54451154356,67587.1470929037,67587.1470929037
2024-05-31 22:00:00+00:00,67549.74967426383,0.0,67587.1470929037,67549.74967426383,67549.74967426383
2024-05-31 23:00:00+00:00,67512.35225562396,0.0,67549.74967426383,67512.35225562396,67512.35225562396
2024-06-01 00:00:00+00:00,67474.95483698409,19685305476.459476,67512.35225562396,67474.95483698409,67474.95483698409
2024-06-01 01:00:00+00:00,67484.51198619789,0.0,67474.95483698409,67484.51198619789,67484.51198619789
2024-06-01 02:00:00+00:00,67494.06913541169,0.0,67484.51198619789,67494.06913541169,67494.06913541169
2024-06-01 03:00:00+00:00,67503.62628462548,0.0,67494.06913541169,67503.62628462548,67503.62628462548
2024-06-01 04:00:00+00:00,67513.18343383928,0.0,67503.62628462548,67513.18343383928,67513.18343383928
2024-06-01 05:00:00+00:00,67522.74058305308,0.0,67513.18343383928,67522.74058305308,67522.74058305308
2024-06-01 06:00:00+00:00,67532.29773226687,0.0,67522.74058305308,67532.29773226687,67532.29773226687
2024-06-01 07:00:00+00:00,67541.85488148067,0.0,67532.29773226687,67541.85488148067,67541.85488148067
2024-06-01 08:00:00+00:00,67551.41203069447,0.0,67541.85488148067,67551.41203069447,67551.41203069447
2024-06-01 09:00:00+00:00,67560.96917990826,0.0,67551.41203069447,67560.96917990826,67560.96917990826
2024-06-01 10:00:00+00:00,67570.52632912206,0.0,67560.96917990826,67570.52632912206,67570.52632912206
2024-06-01 11:00:00+00:00,67580.08347833586,0.0,67570.52632912206,67580.08347833586,67580.08347833586
2024-06-01 12:00:00+00:00,67589.64062754967,0.0,67580.08347833586,67589.64062754967,67589.64062754967
2024-06-01 13:00:00+00:00,67599.19777676347,0.0,67589.64062754967,67599.19777676347,67599.19777676347
2024-06-01 14:00:00+00:00,67608.75492597726,0.0,67599.19777676347,67608.75492597726,67608.75492597726
2024-06-01 15:00:00+00:00,67618.31207519106,0.0,67608.75492597726,67618.31207519106,67618.31207519106
2024-06-01 16:00:00+00:00,67627.86922440486,0.0,67618.31207519106,67627.86922440486,67627.86922440486
2024-06-01 17:00:00+00:00,67637.42637361865,0.0,67627.86922440486,67637.42637361865,67637.42637361865
2024-06-01 18:00:00+00:00,67646.98352283245,0.0,67637.42637361865,67646.98352283245,67646.98352283245
2024-06-01 19:00:00+00:00,67656.54067204625,0.0,67646.98352283245,67656.54067204625,67656.54067204625
2024-06-01 20:00:00+00:00,67666.09782126005,0.0,67656.54067204625,67666.09782126005,67666.09782126005
2024-06-01 21:00:00+00:00,67675.65497047384,0.0,67666.09782126005,67675.65497047384,67675.65497047384
2024-06-01 22:00:00+00:00,67685.21211968764,0.0,67675.65497047384,67685.21211968764,67685.21211968764
2024-06-01 23:00:00+00:00,67694.76926890144,0.0,67685.21211968764,67694.76926890144,67694.76926890144
2024-06-02 00:00:00+00:00,67704.32641811523,10724053324.55672,67694.76926890144,67704.32641811523,67704.32641811523
2024-06-02 01:00:00+00:00,67705.8135216198,0.0,67704.32641811523,67705.8135216198,67705.8135216198
2024-06-02 02:00:00+00:00,67707.30062512436,0.0,67705.8135216198,67707.30062512436,67707.30062512436
2024-06-02 03:00:00+00:00,67708.78772862893,0.0,67707.30062512436,67708.78772862893,67708.78772862893
2024-06-02 04:00:00+00:00,67710.2748321335,0.0,67708.78772862893,67710.2748321335,67710.2748321335
2024-06-02 05:00:00+00:00,67711.76193563805,0.0,67710.2748321335,67711.76193563805,67711.76193563805
2024-06-02 06:00:00+00:00,67713.24903914261,0.0,67711.76193563805,67713.24903914261,67713.24903914261
2024-06-02 07:00:00+00:00,67714.73614264718,0.0,67713.24903914261,67714.73614264718,67714.73614264718
2024-06-02 08:00:00+00:00,67716.22324615174,0.0,67714.73614264718,67716.22324615174,67716.22324615174
2024-06-02 09:00:00+00:00,67717.7103496563,0.0,67716.22324615174,67717.7103496563,67717.7103496563
2024-06-02 10:00:00+00:00,67719.19745316087,0.0,67717.7103496563,67719.19745316087,67719.19745316087
2024-06-02 11:00:00+00:00,67720.68455666544,0.0,67719.19745316087,67720.68455666544,67720.68455666544
2024-06-02 12:00:00+00:00,67722.17166016999,0.0,67720.68455666544,67722.17166016999,67722.17166016999
2024-06-02 13:00:00+00:00,67723.65876367455,0.0,67722.17166016999,67723.65876367455,67723.65876367455
2024-06-02 14:00:00+00:00,67725.14586717912,0.0,67723.65876367455,67725.14586717912,67725.14586717912
2024-06-02 15:00:00+00:00,67726.63297068368,0.0,67725.14586717912,67726.63297068368,67726.63297068368
2024-06-02 16:00:00+00:00,67728.12007418825,0.0,67726.63297068368,67728.12007418825,67728.12007418825
2024-06-02 17:00:00+00:00,67729.60717769281,0.0,67728.12007418825,67729.60717769281,67729.60717769281
2024-06-02 18:00:00+00:00,67731.09428119738,0.0,67729.60717769281,67731.09428119738,67731.09428119738
2024-06-02 19:00:00+00:00,67732.58138470195,0.0,67731.09428119738,67732.58138470195,67732.58138470195
2024-06-02 20:00:00+00:00,67734.06848820651,0.0,67732.58138470195,67734.06848820651,67734.06848820651
2024-06-02 21:00:00+00:00,67735.55559171106,0.0,67734.06848820651,67735.55559171106,67735.55559171106
2024-06-02 22:00:00+00:00,67737.04269521563,0.0,67735.55559171106,67737.04269521563,67737.04269521563
2024-06-02 23:00:00+00:00,67738.52979872019,0.0,67737.04269521563,67738.52979872019,67738.52979872019
2024-06-03 00:00:00+00:00,67740.01690222476,16137350587.750422,67738.52979872019,67740.01690222476,67740.01690222476
2024-06-03 01:00:00+00:00,67784.52843487813,0.0,67740.01690222476,67784.52843487813,67784.52843487813
2024-06-03 02:00:00+00:00,67829.03996753148,0.0,67784.52843487813,67829.03996753148,67829.03996753148
2024-06-03 03:00:00+00:00,67873.55150018485,0.0,67829.03996753148,67873.55150018485,67873.55150018485
2024-06-03 04:00:00+00:00,67918.06303283821,0.0,67873.55150018485,67918.06303283821,67918.06303283821
2024-06-03 05:00:00+00:00,67962.57456549158,0.0,67918.06303283821,67962.57456549158,67962.57456549158
2024-06-03 06:00:00+00:00,68007.08609814494,0.0,67962.57456549158,68007.08609814494,68007.08609814494
2024-06-03 07:00:00+00:00,68051.59763079831,0.0,68007.08609814494,68051.59763079831,68051.59763079831
2024-06-03 08:00:00+00:00,68096.10916345166,0.0,68051.59763079831,68096.10916345166,68096.10916345166
2024-06-03 09:00:00+00:00,68140.62069610503,0.0,68096.10916345166,68140.62069610503,68140.62069610503
2024-06-03 10:00:00+00:00,68185.13222875839,0.0,68140.62069610503,68185.13222875839,68185.13222875839
2024-06-03 11:00:00+00:00,68229.64376141176,0.0,68185.13222875839,68229.64376141176,68229.64376141176
2024-06-03 12:00:00+00:00,68274.15529406513,0.0,68229.64376141176,68274.15529406513,68274.15529406513
2024-06-03 13:00:00+00:00,68318.66682671849,0.0,68274.15529406513,68318.66682671849,68318.66682671849
2024-06-03 14:00:00+00:00,68363.17835937186,0.0,68318.66682671849,68363.17835937186,68363.17835937186
2024-06-03 15:00:00+00:00,68407.68989202521,0.0,68363.17835937186,68407.68989202521,68407.68989202521
2024-06-03 16:00:00+00:00,68452.20142467858,0.0,68407.68989202521,68452.20142467858,68452.20142467858
2024-06-03 17:00:00+00:00,68496.71295733194,0.0,68452.20142467858,68496.71295733194,68496.71295733194
2024-06-03 18:00:00+00:00,68541.22448998531,0.0,68496.71295733194,68541.22448998531,68541.22448998531
2024-06-03 19:00:00+00:00,68585.73602263867,0.0,68541.22448998531,68585.73602263867,68585.73602263867
2024-06-03 20:00:00+00:00,68630.24755529204,0.0,68585.73602263867,68630.24755529204,68630.24755529204
2024-06-03 21:00:00+00:00,68674.7590879454,0.0,68630.24755529204,68674.7590879454,68674.7590879454
2024-06-03 22:00:00+00:00,68719.27062059876,0.0,68674.7590879454,68719.27062059876,68719.27062059876
2024-06-03 23:00:00+00:00,68763.78215325212,0.0,68719.27062059876,68763.78215325212,68763.78215325212
2024-06-04 00:00:00+00:00,68808.29368590549,29862293749.910686,68763.78215325212,68808.29368590549,68808.29368590549
2024-06-04 01:00:00+00:00,68882.94858094113,0.0,68808.29368590549,68882.94858094113,68882.94858094113
2024-06-04 02:00:00+00:00,68957.60347597678,0.0,68882.94858094113,68957.60347597678,68957.60347597678
2024-06-04 03:00:00+00:00,69032.25837101242,0.0,68957.60347597678,69032.25837101242,69032.25837101242
2024-06-04 04:00:00+00:00,69106.91326604805,0.0,69032.25837101242,69106.91326604805,69106.91326604805
2024-06-04 05:00:00+00:00,69181.56816108369,0.0,69106.91326604805,69181.56816108369,69181.56816108369
2024-06-04 06:00:00+00:00,69256.22305611934,0.0,69181.56816108369,69256.22305611934,69256.22305611934
2024-06-04 07:00:00+00:00,69330.87795115498,0.0,69256.22305611934,69330.87795115498,69330.87795115498
2024-06-04 08:00:00+00:00,69405.53284619062,0.0,69330.87795115498,69405.53284619062,69405.53284619062
2024-06-04 09:00:00+00:00,69480.18774122627,0.0,69405.53284619062,69480.18774122627,69480.18774122627
2024-06-04 10:00:00+00:00,69554.8426362619,0.0,69480.18774122627,69554.8426362619,69554.8426362619
2024-06-04 11:00:00+00:00,69629.49753129754,0.0,69554.8426362619,69629.49753129754,69629.49753129754
2024-06-04 12:00:00+00:00,69704.1524263332,0.0,69629.49753129754,69704.1524263332,69704.1524263332
2024-06-04 13:00:00+00:00,69778.80732136883,0.0,69704.1524263332,69778.80732136883,69778.80732136883
2024-06-04 14:00:00+00:00,69853.46221640447,0.0,69778.80732136883,69853.46221640447,69853.46221640447
2024-06-04 15:00:00+00:00,69928.11711144011,0.0,69853.46221640447,69928.11711144011,69928.11711144011
2024-06-04 16:00:00+00:00,70002.77200647576,0.0,69928.11711144011,70002.77200647576,70002.77200647576
2024-06-04 17:00:00+00:00,70077.4269015114,0.0,70002.77200647576,70077.4269015114,70077.4269015114
2024-06-04 18:00:00+00:00,70152.08179654703,0.0,70077.4269015114,70152.08179654703,70152.08179654703
2024-06-04 19:00:00+00:00,70226.73669158269,0.0,70152.08179654703,70226.73669158269,70226.73669158269
2024-06-04 20:00:00+00:00,70301.39158661832,0.0,70226.73669158269,70301.39158661832,70301.39158661832
2024-06-04 21:00:00+00:00,70376.04648165396,0.0,70301.39158661832,70376.04648165396,70376.04648165396
2024-06-04 22:00:00+00:00,70450.7013766896,0.0,70376.04648165396,70450.7013766896,70450.7013766896
2024-06-04 23:00:00+00:00,70525.35627172525,0.0,70450.7013766896,70525.35627172525,70525.35627172525
2024-06-05 00:00:00+00:00,70600.01116676089,31561053725.144592,70525.35627172525,70600.01116676089,70600.01116676089
2024-06-05 01:00:00+00:00,70624.36901108718,0.0,70600.01116676089,70624.36901108718,70624.36901108718
2024-06-05 02:00:00+00:00,70648.72685541348,0.0,70624.36901108718,70648.72685541348,70648.72685541348
2024-06-05 03:00:00+00:00,70673.08469973977,0.0,70648.72685541348,70673.08469973977,70673.08469973977
2024-06-05 04:00:00+00:00,70697.44254406607,0.0,70673.08469973977,70697.44254406607,70697.44254406607
2024-06-05 05:00:00+00:00,70721.80038839237,0.0,70697.44254406607,70721.80038839237,70721.80038839237
2024-06-05 06:00:00+00:00,70746.15823271866,0.0,70721.80038839237,70746.15823271866,70746.15823271866
2024-06-05 07:00:00+00:00,70770.51607704496,0.0,70746.15823271866,70770.51607704496,70770.51607704496
2024-06-05 08:00:00+00:00,70794.87392137125,0.0,70770.51607704496,70794.87392137125,70794.87392137125
2024-06-05 09:00:00+00:00,70819.23176569755,0.0,70794.87392137125,70819.23176569755,70819.23176569755
2024-06-05 10:00:00+00:00,70843.58961002385,0.0,70819.23176569755,70843.58961002385,70843.58961002385
2024-06-05 11:00:00+00:00,70867.94745435014,0.0,70843.58961002385,70867.94745435014,70867.94745435014
2024-06-05 12:00:00+00:00,70892.30529867644,0.0,70867.94745435014,70892.30529867644,70892.30529867644
2024-06-05 13:00:00+00:00,70916.66314300273,0.0,70892.30529867644,70916.66314300273,70916.66314300273
2024-06-05 14:00:00+00:00,70941.02098732903,0.0,70916.66314300273,70941.02098732903,70941.02098732903
2024-06-05 15:00:00+00:00,70965.37883165533,0.0,70941.02098732903,70965.37883165533,70965.37883165533
2024-06-05 16:00:00+00:00,70989.73667598162,0.0,70965.37883165533,70989.73667598162,70989.73667598162
2024-06-05 17:00:00+00:00,71014.09452030792,0.0,70989.73667598162,71014.09452030792,71014.09452030792
2024-06-05 18:00:00+00:00,71038.45236463421,0.0,71014.09452030792,71038.45236463421,71038.45236463421
2024-06-05 19:00:00+00:00,71062.81020896051,0.0,71038.45236463421,71062.81020896051,71062.81020896051
2024-06-05 20:00:00+00:00,71087.1680532868,0.0,71062.81020896051,71087.1680532868,71087.1680532868
2024-06-05 21:00:00+00:00,71111.5258976131,0.0,71087.1680532868,71111.5258976131,71111.5258976131
2024-06-05 22:00:00+00:00,71135.8837419394,0.0,71111.5258976131,71135.8837419394,71135.8837419394
2024-06-05 23:00:00+00:00,71160.24158626569,0.0,71135.8837419394,71160.24158626569,71160.24158626569
2024-06-06 00:00:00+00:00,71184.59943059199,32560403314.989147,71160.24158626569,71184.59943059199,71184.59943059199
2024-06-06 01:00:00+00:00,71166.89062902625,0.0,71184.59943059199,71166.89062902625,71166.89062902625
2024-06-06 02:00:00+00:00,71149.18182746052,0.0,71166.89062902625,71149.18182746052,71149.18182746052
2024-06-06 03:00:00+00:00,71131.47302589478,0.0,71149.18182746052,71131.47302589478,71131.47302589478
2024-06-06 04:00:00+00:00,71113.76422432905,0.0,71131.47302589478,71113.76422432905,71113.76422432905
2024-06-06 05:00:00+00:00,71096.05542276331,0.0,71113.76422432905,71096.05542276331,71096.05542276331
2024-06-06 06:00:00+00:00,71078.34662119758,0.0,71096.05542276331,71078.34662119758,71078.34662119758
2024-06-06 07:00:00+00:00,71060.63781963184,0.0,71078.34662119758,71060.63781963184,71060.63781963184
2024-06-06 08:00:00+00:00,71042.9290180661,0.0,71060.63781963184,71042.9290180661,71042.9290180661
2024-06-06 09:00:00+00:00,71025.22021650037,0.0,71042.9290180661,71025.22021650037,71025.22021650037
2024-06-06 10:00:00+00:00,71007.51141493463,0.0,71025.22021650037,71007.51141493463,71007.51141493463
2024-06-06 11:00:00+00:00,70989.8026133689,0.0,71007.51141493463,70989.8026133689,70989.8026133689
2024-06-06 12:00:00+00:00,70972.09381180315,0.0,70989.8026133689,70972.09381180315,70972.09381180315
2024-06-06 13:00:00+00:00,70954.38501023741,0.0,70972.09381180315,70954.38501023741,70954.38501023741
2024-06-06 14:00:00+00:00,70936.67620867168,0.0,70954.38501023741,70936.67620867168,70936.67620867168
2024-06-06 15:00:00+00:00,70918.96740710594,0.0,70936.67620867168,70918.96740710594,70918.96740710594
2024-06-06 16:00:00+00:00,70901.2586055402,0.0,70918.96740710594,70901.2586055402,70901.2586055402
2024-06-06 17:00:00+00:00,70883.54980397447,0.0,70901.2586055402,70883.54980397447,70883.54980397447
2024-06-06 18:00:00+00:00,70865.84100240874,0.0,70883.54980397447,70865.84100240874,70865.84100240874
2024-06-06 19:00:00+00:00,70848.132200843,0.0,70865.84100240874,70848.132200843,70848.132200843
2024-06-06 20:00:00+00:00,70830.42339927726,0.0,70848.132200843,70830.42339927726,70830.42339927726
2024-06-06 21:00:00+00:00,70812.71459771153,0.0,70830.42339927726,70812.71459771153,70812.71459771153
2024-06-06 22:00:00+00:00,70795.0057961458,0.0,70812.71459771153,70795.0057961458,70795.0057961458
2024-06-06 23:00:00+00:00,70777.29699458006,0.0,70795.0057961458,70777.29699458006,70777.29699458006
2024-06-07 00:00:00+00:00,70759.58819301432,23612879689.560955,70777.29699458006,70759.58819301432,70759.58819301432
2024-06-07 01:00:00+00:00,70699.82878449174,0.0,70759.58819301432,70699.82878449174,70699.82878449174
2024-06-07 02:00:00+00:00,70640.06937596915,0.0,70699.82878449174,70640.06937596915,70640.06937596915
2024-06-07 03:00:00+00:00,70580.30996744656,0.0,70640.06937596915,70580.30996744656,70580.30996744656
2024-06-07 04:00:00+00:00,70520.55055892398,0.0,70580.30996744656,70520.55055892398,70520.55055892398
2024-06-07 05:00:00+00:00,70460.79115040139,0.0,70520.55055892398,70460.79115040139,70460.79115040139
2024-06-07 06:00:00+00:00,70401.0317418788,0.0,70460.79115040139,70401.0317418788,70401.0317418788
2024-06-07 07:00:00+00:00,70341.2723333562,0.0,70401.0317418788,70341.2723333562,70341.2723333562
2024-06-07 08:00:00+00:00,70281.51292483362,0.0,70341.2723333562,70281.51292483362,70281.51292483362
2024-06-07 09:00:00+00:00,70221.75351631103,0.0,70281.51292483362,70221.75351631103,70221.75351631103
2024-06-07 10:00:00+00:00,70161.99410778844,0.0,70221.75351631103,70161.99410778844,70161.99410778844
2024-06-07 11:00:00+00:00,70102.23469926586,0.0,70161.99410778844,70102.23469926586,70102.23469926586
2024-06-07 12:00:00+00:00,70042.47529074327,0.0,70102.23469926586,70042.47529074327,70042.47529074327
2024-06-07 13:00:00+00:00,69982.71588222068,0.0,70042.47529074327,69982.71588222068,69982.71588222068
2024-06-07 14:00:00+00:00,69922.9564736981,0.0,69982.71588222068,69922.9564736981,69922.9564736981
2024-06-07 15:00:00+00:00,69863.19706517551,0.0,69922.9564736981,69863.19706517551,69863.19706517551
2024-06-07 16:00:00+00:00,69803.43765665292,0.0,69863.19706517551,69803.43765665292,69803.43765665292
2024-06-07 17:00:00+00:00,69743.67824813034,0.0,69803.43765665292,69743.67824813034,69743.67824813034
2024-06-07 18:00:00+00:00,69683.91883960774,0.0,69743.67824813034,69683.91883960774,69683.91883960774
2024-06-07 19:00:00+00:00,69624.15943108515,0.0,69683.91883960774,69624.15943108515,69624.15943108515
2024-06-07 20:00:00+00:00,69564.40002256256,0.0,69624.15943108515,69564.40002256256,69564.40002256256
2024-06-07 21:00:00+00:00,69504.64061403998,0.0,69564.40002256256,69504.64061403998,69504.64061403998
2024-06-07 22:00:00+00:00,69444.88120551739,0.0,69504.64061403998,69444.88120551739,69444.88120551739
2024-06-07 23:00:00+00:00,69385.1217969948,0.0,69444.88120551739,69385.1217969948,69385.1217969948
2024-06-08 00:00:00+00:00,69325.36238847222,18597495569.911568,69385.1217969948,69325.36238847222,69325.36238847222
2024-06-08 01:00:00+00:00,69324.93496076073,0.0,69325.36238847222,69324.93496076073,69324.93496076073
2024-06-08 02:00:00+00:00,69324.50753304925,0.0,69324.93496076073,69324.50753304925,69324.50753304925
2024-06-08 03:00:00+00:00,69324.08010533777,0.0,69324.50753304925,69324.08010533777,69324.08010533777
2024-06-08 04:00:00+00:00,69323.65267762628,0.0,69324.08010533777,69323.65267762628,69323.65267762628
2024-06-08 05:00:00+00:00,69323.2252499148,0.0,69323.65267762628,69323.2252499148,69323.2252499148
2024-06-08 06:00:00+00:00,69322.79782220331,0.0,69323.2252499148,69322.79782220331,69322.79782220331
2024-06-08 07:00:00+00:00,69322.37039449182,0.0,69322.79782220331,69322.37039449182,69322.37039449182
2024-06-08 08:00:00+00:00,69321.94296678035,0.0,69322.37039449182,69321.94296678035,69321.94296678035
2024-06-08 09:00:00+00:00,69321.51553906886,0.0,69321.94296678035,69321.51553906886,69321.51553906886
2024-06-08 10:00:00+00:00,69321.08811135737,0.0,69321.51553906886,69321.08811135737,69321.08811135737
2024-06-08 11:00:00+00:00,69320.6606836459,0.0,69321.08811135737,69320.6606836459,69320.6606836459
2024-06-08 12:00:00+00:00,69320.2332559344,0.0,69320.6606836459,69320.2332559344,69320.2332559344
2024-06-08 13:00:00+00:00,69319.80582822292,0.0,69320.2332559344,69319.80582822292,69319.80582822292
2024-06-08 14:00:00+00:00,69319.37840051144,0.0,69319.80582822292,69319.37840051144,69319.37840051144
2024-06-08 15:00:00+00:00,69318.95097279995,0.0,69319.37840051144,69318.95097279995,69318.95097279995
2024-06-08 16:00:00+00:00,69318.52354508846,0.0,69318.95097279995,69318.52354508846,69318.52354508846
2024-06-08 17:00:00+00:00,69318.09611737699,0.0,69318.52354508846,69318.09611737699,69318.09611737699
2024-06-08 18:00:00+00:00,69317.6686896655,0.0,69318.09611737699,69317.6686896655,69317.6686896655
2024-06-08 19:00:00+00:00,69317.24126195401,0.0,69317.6686896655,69317.24126195401,69317.24126195401
2024-06-08 20:00:00+00:00,69316.81383424254,0.0,69317.24126195401,69316.81383424254,69316.81383424254
2024-06-08 21:00:00+00:00,69316.38640653105,0.0,69316.81383424254,69316.38640653105,69316.38640653105
