,Close,Volume,Open,High,Low
2024-05-29 00:00:00+00:00,3840.68886040005,18146426007.646515,3840.68886040005,3840.68886040005,3840.68886040005
2024-05-29 01:00:00+00:00,3837.5477644158013,0.0,3840.68886040005,3837.5477644158013,3837.5477644158013
2024-05-29 02:00:00+00:00,3834.4066684315526,0.0,3837.5477644158013,3834.4066684315526,3834.4066684315526
2024-05-29 03:00:00+00:00,3831.265572447304,0.0,3834.4066684315526,3831.265572447304,3831.265572447304
2024-05-29 04:00:00+00:00,3828.124476463055,0.0,3831.265572447304,3828.124476463055,3828.124476463055
2024-05-29 05:00:00+00:00,3824.9833804788063,0.0,3828.124476463055,3824.9833804788063,3824.9833804788063
2024-05-29 06:00:00+00:00,3821.8422844945576,0.0,3824.9833804788063,3821.8422844945576,3821.8422844945576
2024-05-29 07:00:00+00:00,3818.701188510309,0.0,3821.8422844945576,3818.701188510309,3818.701188510309
2024-05-29 08:00:00+00:00,3815.56009252606,0.0,3818.701188510309,3815.56009252606,3815.56009252606
2024-05-29 09:00:00+00:00,3812.4189965418113,0.0,3815.56009252606,3812.4189965418113,3812.4189965418113
2024-05-29 10:00:00+00:00,3809.2779005575626,0.0,3812.4189965418113,3809.2779005575626,3809.2779005575626
2024-05-29 11:00:00+00:00,3806.136804573314,0.0,3809.2779005575626,3806.136804573314,3806.136804573314
2024-05-29 12:00:00+00:00,3802.9957085890646,0.0,3806.136804573314,3802.9957085890646,3802.9957085890646
2024-05-29 13:00:00+00:00,3799.854612604816,0.0,3802.9957085890646,3799.854612604816,3799.854612604816
2024-05-29 14:00:00+00:00,3796.713516620567,0.0,3799.854612604816,3796.713516620567,3796.713516620567
2024-05-29 15:00:00+00:00,3793.5724206363184,0.0,3796.713516620567,3793.5724206363184,3793.5724206363184
2024-05-29 16:00:00+00:00,3790.4313246520696,0.0,3793.5724206363184,3790.4313246520696,3790.4313246520696
2024-05-29 17:00:00+00:00,3787.290228667821,0.0,3790.4313246520696,3787.290228667821,3787.290228667821
2024-05-29 18:00:00+00:00,3784.149132683572,0.0,3787.290228667821,3784.149132683572,3784.149132683572
2024-05-29 19:00:00+00:00,3781.0080366993234,0.0,3784.149132683572,3781.0080366993234,3781.0080366993234
2024-05-29 20:00:00+00:00,3777.8669407150746,0.0,3781.0080366993234,3777.8669407150746,3777.8669407150746
2024-05-29 21:00:00+00:00,3774.725844730826,0.0,3777.8669407150746,3774.725844730826,3774.725844730826
2024-05-29 22:00:00+00:00,3771.584748746577,0.0,3774.725844730826,3771.584748746577,3771.584748746577
2024-05-29 23:00:00+00:00,3768.4436527623284,0.0,3771.584748746577,3768.4436527623284,3768.4436527623284
2024-05-30 00:00:00+00:00,3765.3025567780796,15290595277.792278,3768.4436527623284,3765.3025567780796,3765.3025567780796
2024-05-30 01:00:00+00:00,3764.608248259554,0.0,3765.3025567780796,3764.608248259554,3764.608248259554
2024-05-30 02:00:00+00:00,3763.913939741028,0.0,3764.608248259554,3763.913939741028,3763.913939741028
