timestamp,Open,High,Low,Close,Volume
2025-02-27 15:00:00+00:00,84937.58784593474,84937.58784593474,84937.58784593474,84937.58784593474,322690988185.7205
2025-02-27 15:30:00+00:00,84937.58784593474,84937.58784593474,84937.58784593474,84937.58784593474,0.0
2025-02-27 16:00:00+00:00,84937.58784593474,85465.98308790909,84937.58784593474,85465.98308790909,331363456444.3897
2025-02-27 16:30:00+00:00,84937.58784593474,85465.98308790909,84937.58784593474,85465.98308790909,0.0
2025-02-27 17:00:00+00:00,85465.98308790909,85465.98308790909,84434.42898184851,84434.42898184851,63296248564.62486
2025-02-27 17:30:00+00:00,85465.98308790909,85465.98308790909,84434.42898184851,84434.42898184851,0.0
2025-02-27 18:00:00+00:00,84434.42898184851,84484.3560760712,84434.42898184851,84484.3560760712,324972573304.96716
2025-02-27 18:30:00+00:00,84434.42898184851,84484.3560760712,84434.42898184851,84484.3560760712,0.0
2025-02-27 19:00:00+00:00,84484.3560760712,84484.3560760712,84308.63045291128,84308.63045291128,319879966660.3555
2025-02-27 19:30:00+00:00,84484.3560760712,84484.3560760712,84308.63045291128,84308.63045291128,0.0
2025-02-27 20:00:00+00:00,84308.63045291128,84308.63045291128,83946.71468689031,83946.71468689031,315187986074.10944
2025-02-27 20:30:00+00:00,84308.63045291128,84308.63045291128,83946.71468689031,83946.71468689031,0.0
2025-02-27 21:00:00+00:00,83946.71468689031,83946.71468689031,83456.54639867684,83456.54639867684,296714610323.62146
2025-02-27 21:30:00+00:00,83946.71468689031,83946.71468689031,83456.54639867684,83456.54639867684,0.0
2025-02-27 22:00:00+00:00,83456.54639867684,84201.35039951056,83456.54639867684,84201.35039951056,302772853864.829
2025-02-27 22:30:00+00:00,83456.54639867684,84201.35039951056,83456.54639867684,84201.35039951056,0.0
2025-02-27 23:00:00+00:00,84201.35039951056,84575.08070076704,84201.35039951056,84575.08070076704,308899963927.0698
2025-02-27 23:30:00+00:00,84201.35039951056,84575.08070076704,84201.35039951056,84575.08070076704,0.0
2025-02-28 00:00:00+00:00,84575.08070076704,84689.50963635083,84575.08070076704,84689.50963635083,304948385609.3969
2025-02-28 00:30:00+00:00,84575.08070076704,84689.50963635083,84575.08070076704,84689.50963635083,0.0
2025-02-28 01:00:00+00:00,84689.50963635083,84689.50963635083,84174.60386136748,84174.60386136748,46876896661.988396
2025-02-28 01:30:00+00:00,84689.50963635083,84689.50963635083,84174.60386136748,84174.60386136748,0.0
2025-02-28 02:00:00+00:00,84174.60386136748,84174.60386136748,81731.45985922733,81731.45985922733,238056925482.39716
2025-02-28 02:30:00+00:00,84174.60386136748,84174.60386136748,81731.45985922733,81731.45985922733,0.0
2025-02-28 03:00:00+00:00,81731.45985922733,81731.45985922733,81150.26278342587,81150.26278342587,237661145583.74957
2025-02-28 03:30:00+00:00,81731.45985922733,81731.45985922733,81150.26278342587,81150.26278342587,0.0
2025-02-28 04:00:00+00:00,81150.26278342587,81150.26278342587,80450.79294794661,80450.79294794661,246864274110.3372
2025-02-28 04:30:00+00:00,81150.26278342587,81150.26278342587,80450.79294794661,80450.79294794661,0.0
2025-02-28 05:00:00+00:00,80450.79294794661,80450.79294794661,80327.90968370625,80327.90968370625,247513551509.2326
2025-02-28 05:30:00+00:00,80450.79294794661,80450.79294794661,80327.90968370625,80327.90968370625,0.0
2025-02-28 06:00:00+00:00,80327.90968370625,80327.90968370625,79873.24246763966,79873.24246763966,72608242328.10298
2025-02-28 06:30:00+00:00,80327.90968370625,80327.90968370625,79873.24246763966,79873.24246763966,0.0
2025-02-28 07:00:00+00:00,79873.24246763966,79873.24246763966,79796.03338247676,79796.03338247676,75323581826.58492
2025-02-28 07:30:00+00:00,79873.24246763966,79873.24246763966,79796.03338247676,79796.03338247676,0.0
2025-02-28 08:00:00+00:00,79796.03338247676,79796.03338247676,79079.23853988826,79079.23853988826,76729186273.08028
2025-02-28 08:30:00+00:00,79796.03338247676,79796.03338247676,79079.23853988826,79079.23853988826,0.0
2025-02-28 09:00:00+00:00,79079.23853988826,79079.23853988826,78940.43864942867,78940.43864942867,72758078937.3309
2025-02-28 09:30:00+00:00,79079.23853988826,79079.23853988826,78940.43864942867,78940.43864942867,0.0
2025-02-28 10:00:00+00:00,78940.43864942867,79998.57693365982,78940.43864942867,79998.57693365982,83051067648.1451
2025-02-28 10:30:00+00:00,78940.43864942867,79998.57693365982,78940.43864942867,79998.57693365982,0.0
2025-02-28 11:00:00+00:00,79998.57693365982,79998.57693365982,79962.43838770282,79962.43838770282,83822747550.54698
2025-02-28 11:30:00+00:00,79998.57693365982,79998.57693365982,79962.43838770282,79962.43838770282,0.0
2025-02-28 12:00:00+00:00,79962.43838770282,80435.1886242044,79962.43838770282,80435.1886242044,84608546297.97093
2025-02-28 12:30:00+00:00,79962.43838770282,80435.1886242044,79962.43838770282,80435.1886242044,0.0
2025-02-28 13:00:00+00:00,80435.1886242044,80772.67815795937,80435.1886242044,80772.67815795937,85933863174.76102
2025-02-28 13:30:00+00:00,80435.1886242044,80772.67815795937,80435.1886242044,80772.67815795937,0.0
2025-02-28 14:00:00+00:00,80772.67815795937,81473.42315333462,80772.67815795937,81473.42315333462,76294413649.54355
2025-02-28 14:30:00+00:00,80772.67815795937,81473.42315333462,80772.67815795937,81473.42315333462,0.0
2025-02-28 15:00:00+00:00,81473.42315333462,82319.00615781517,81473.42315333462,82319.00615781517,88220779776.54863
2025-02-28 15:30:00+00:00,81473.42315333462,82319.00615781517,81473.42315333462,82319.00615781517,0.0
2025-02-28 16:00:00+00:00,82319.00615781517,83979.37551380234,82319.00615781517,83979.37551380234,80862694173.74829
2025-02-28 16:30:00+00:00,82319.00615781517,83979.37551380234,82319.00615781517,83979.37551380234,0.0
2025-02-28 17:00:00+00:00,83979.37551380234,84391.42017096882,83979.37551380234,84391.42017096882,87258296982.93349
2025-02-28 17:30:00+00:00,83979.37551380234,84391.42017096882,83979.37551380234,84391.42017096882,0.0
2025-02-28 18:00:00+00:00,84391.42017096882,84391.42017096882,83657.49178573994,83657.49178573994,88193443418.954
2025-02-28 18:30:00+00:00,84391.42017096882,84391.42017096882,83657.49178573994,83657.49178573994,0.0
2025-02-28 19:00:00+00:00,83657.49178573994,84357.8359375325,83657.49178573994,84357.8359375325,88762927498.40147
2025-02-28 19:30:00+00:00,83657.49178573994,84357.8359375325,83657.49178573994,84357.8359375325,0.0
2025-02-28 20:00:00+00:00,84357.8359375325,84401.15171227718,84357.8359375325,84401.15171227718,78770518884.27618
2025-02-28 20:30:00+00:00,84357.8359375325,84401.15171227718,84357.8359375325,84401.15171227718,0.0
2025-02-28 21:00:00+00:00,84401.15171227718,84401.15171227718,84180.34506243317,84180.34506243317,79370937645.19196
2025-02-28 21:30:00+00:00,84401.15171227718,84401.15171227718,84180.34506243317,84180.34506243317,0.0
2025-02-28 22:00:00+00:00,84180.34506243317,84366.4982526792,84180.34506243317,84366.4982526792,90762524981.76361
2025-02-28 22:30:00+00:00,84180.34506243317,84366.4982526792,84180.34506243317,84366.4982526792,0.0
2025-02-28 23:00:00+00:00,84366.4982526792,84366.4982526792,84116.90940478408,84116.90940478408,78337950628.10304
2025-02-28 23:30:00+00:00,84366.4982526792,84366.4982526792,84116.90940478408,84116.90940478408,0.0
2025-03-01 00:00:00+00:00,84116.90940478408,84316.57799844211,84116.90940478408,84316.57799844211,89841884852.7533
2025-03-01 00:30:00+00:00,84116.90940478408,84316.57799844211,84116.90940478408,84316.57799844211,0.0
2025-03-01 01:00:00+00:00,84316.57799844211,84316.57799844211,83818.25957742738,83818.25957742738,77167341039.22475
2025-03-01 01:30:00+00:00,84316.57799844211,84316.57799844211,83818.25957742738,83818.25957742738,0.0
2025-03-01 02:00:00+00:00,83818.25957742738,84377.49004801741,83818.25957742738,84377.49004801741,75916201618.55559
