Price,Close,High,Low,Open,Volume
Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
Datetime,,,,,
2023-05-29 16:00:00+00:00,0.4862230122089386,0.49369147419929504,0.4858633875846863,0.4858633875846863,0
2023-05-29 20:00:00+00:00,0.4941249191761017,0.4943515956401825,0.48517468571662903,0.48629337549209595,63572672
2023-05-30 00:00:00+00:00,0.49771827459335327,0.49771827459335327,0.49054741859436035,0.4942323565483093,93592448
2023-05-30 04:00:00+00:00,0.5018183588981628,0.5037367939949036,0.49676987528800964,0.4976622760295868,175011584
2023-05-30 08:00:00+00:00,0.5026286840438843,0.504856526851654,0.4993554651737213,0.5017288327217102,114633344
2023-05-30 12:00:00+00:00,0.5037642121315002,0.5037642121315002,0.4958217144012451,0.5026686191558838,111416704
2023-05-30 16:00:00+00:00,0.5218965411186218,0.524520218372345,0.5036208033561707,0.5036208033561707,519004288
2023-05-30 20:00:00+00:00,0.5219656229019165,0.5254258513450623,0.5153059363365173,0.5217512845993042,132984192
2023-05-31 00:00:00+00:00,0.5266845226287842,0.5266845226287842,0.5175252556800842,0.5218947529792786,66361984
2023-05-31 04:00:00+00:00,0.5100169777870178,0.5271975994110107,0.5098651051521301,0.5267202854156494,63563776
2023-05-31 08:00:00+00:00,0.5122215151786804,0.5127599835395813,0.5026174783706665,0.5096038579940796,85442304
2023-05-31 12:00:00+00:00,0.505565345287323,0.5131208300590515,0.5047165751457214,0.5121837258338928,32236288
2023-05-31 16:00:00+00:00,0.5152292847633362,0.5156717896461487,0.5024564266204834,0.5056059956550598,0
2023-05-31 20:00:00+00:00,0.5174223184585571,0.5196792483329773,0.5135220885276794,0.5152075290679932,8918912
2023-06-01 00:00:00+00:00,0.5085790753364563,0.5173892974853516,0.5040795207023621,0.517387866973877,63320064
2023-06-01 04:00:00+00:00,0.5055527091026306,0.5089132189750671,0.5032052397727966,0.5085670948028564,0
2023-06-01 08:00:00+00:00,0.5051246881484985,0.5073432326316833,0.503765881061554,0.5055379271507263,0
2023-06-01 12:00:00+00:00,0.5050411224365234,0.5075671672821045,0.5031993389129639,0.5051265358924866,6388864
2023-06-01 16:00:00+00:00,0.5075573921203613,0.5092197060585022,0.5039997696876526,0.5050597786903381,1705216
2023-06-01 20:00:00+00:00,0.5073670148849487,0.5098631978034973,0.5069292783737183,0.507565975189209,0
2023-06-02 00:00:00+00:00,0.5159398913383484,0.5166032314300537,0.5049687623977661,0.5073041915893555,0
2023-06-02 04:00:00+00:00,0.5159007906913757,0.5197768211364746,0.5152592658996582,0.515918493270874,15800128
2023-06-02 08:00:00+00:00,0.5152484774589539,0.5162467956542969,0.5141342878341675,0.5158923268318176,1720064
